"ID","Restraint","Injury"
381288,"Lap-Only Belt","No Injury"
687281,"Car Seat","Possible Injury"
776248,"No Restraint","Fatal"
271225,"No Restraint","Fatal"
343309,"Car Seat","Non-incapacitating"
598082,"No Restraint","Non-incapacitating"
756836,"Car Seat","Fatal"
929698,"No Restraint","Incapacitating"
590016,"No Restraint","Incapacitating"
891623,"Lap-Only Belt","Non-incapacitating"
483752,"Car Seat","No Injury"
645603,"No Restraint","Incapacitating"
430631,"No Restraint","No Injury"
553418,"Lap-Only Belt","No Injury"
209332,"Car Seat","Fatal"
912499,"Car Seat","Incapacitating"
455779,"Lap and Shoulder Belt","No Injury"
628332,"Lap and Shoulder Belt","Fatal"
687732,"Lap-Only Belt","Incapacitating"
756386,"No Restraint","No Injury"
805584,"No Restraint","Incapacitating"
146051,"No Restraint","Fatal"
390864,"Car Seat","No Injury"
216538,"Car Seat","Possible Injury"
389960,"No Restraint","Incapacitating"
208264,"No Restraint","No Injury"
772051,"Lap and Shoulder Belt","Incapacitating"
178407,"Lap and Shoulder Belt","No Injury"
112970,"Car Seat","No Injury"
141269,"Lap and Shoulder Belt","No Injury"
511363,"No Restraint","Possible Injury"
538803,"No Restraint","Fatal"
203335,"Car Seat","No Injury"
772579,"No Restraint","No Injury"
999728,"No Restraint","Incapacitating"
555750,"Lap-Only Belt","Non-incapacitating"
727104,"No Restraint","Fatal"
185404,"No Restraint","Fatal"
686711,"Lap and Shoulder Belt","Fatal"
215338,"Car Seat","Possible Injury"
482765,"No Restraint","Fatal"
921828,"Lap-Only Belt","Incapacitating"
370156,"Lap and Shoulder Belt","Incapacitating"
748038,"Lap-Only Belt","Non-incapacitating"
770677,"No Restraint","Fatal"
955337,"Car Seat","Incapacitating"
261508,"Lap and Shoulder Belt","Non-incapacitating"
807986,"No Restraint","Fatal"
710468,"Lap-Only Belt","No Injury"
371920,"Lap and Shoulder Belt","Fatal"
845726,"No Restraint","No Injury"
826157,"Car Seat","Fatal"
840779,"Lap and Shoulder Belt","Incapacitating"
771537,"Car Seat","Non-incapacitating"
453312,"Car Seat","No Injury"
629077,"No Restraint","Possible Injury"
766242,"Lap and Shoulder Belt","Incapacitating"
463323,"Lap-Only Belt","Incapacitating"
394569,"Car Seat","Fatal"
128765,"Car Seat","Fatal"
659130,"No Restraint","No Injury"
746385,"No Restraint","Fatal"
788591,"Lap-Only Belt","Possible Injury"
822444,"Car Seat","Non-incapacitating"
342932,"Lap and Shoulder Belt","Non-incapacitating"
560659,"No Restraint","Fatal"
181257,"Lap-Only Belt","Fatal"
182650,"No Restraint","Incapacitating"
563992,"No Restraint","Fatal"
104773,"Lap and Shoulder Belt","No Injury"
476175,"No Restraint","Incapacitating"
843050,"No Restraint","No Injury"
193313,"Lap and Shoulder Belt","Non-incapacitating"
648513,"Lap and Shoulder Belt","No Injury"
975665,"Lap and Shoulder Belt","Non-incapacitating"
920321,"No Restraint","Incapacitating"
940062,"Lap and Shoulder Belt","Non-incapacitating"
127715,"Lap and Shoulder Belt","Incapacitating"
958070,"Lap-Only Belt","Incapacitating"
148297,"Lap and Shoulder Belt","Non-incapacitating"
640944,"No Restraint","Fatal"
907020,"Car Seat","Non-incapacitating"
933232,"Car Seat","Fatal"
460074,"No Restraint","Incapacitating"
520394,"Lap and Shoulder Belt","Non-incapacitating"
931320,"No Restraint","Incapacitating"
635677,"No Restraint","Fatal"
790437,"No Restraint","Fatal"
989480,"No Restraint","Fatal"
506456,"Car Seat","Possible Injury"
500259,"No Restraint","Incapacitating"
906380,"Car Seat","Non-incapacitating"
905095,"Car Seat","Possible Injury"
121881,"No Restraint","Fatal"
451869,"Car Seat","Fatal"
240578,"No Restraint","Fatal"
328951,"No Restraint","Fatal"
688313,"No Restraint","Fatal"
688804,"Car Seat","Fatal"
791343,"Car Seat","No Injury"
115156,"No Restraint","No Injury"
762132,"Lap and Shoulder Belt","Fatal"
391614,"No Restraint","Fatal"
736338,"No Restraint","Fatal"
749242,"Lap and Shoulder Belt","No Injury"
313414,"No Restraint","Incapacitating"
945596,"Lap-Only Belt","Possible Injury"
326788,"Lap-Only Belt","Fatal"
856325,"No Restraint","No Injury"
623079,"Car Seat","Non-incapacitating"
920054,"Lap-Only Belt","Possible Injury"
511657,"Car Seat","Incapacitating"
950102,"Lap and Shoulder Belt","Fatal"
901001,"No Restraint","Incapacitating"
744672,"Lap and Shoulder Belt","Possible Injury"
815423,"No Restraint","Incapacitating"
218905,"Car Seat","Possible Injury"
642050,"No Restraint","Fatal"
629162,"No Restraint","Incapacitating"
663673,"Lap and Shoulder Belt","Fatal"
118410,"No Restraint","Fatal"
333959,"No Restraint","Fatal"
190915,"Car Seat","Fatal"
884985,"Lap-Only Belt","No Injury"
330573,"Car Seat","No Injury"
138256,"Lap-Only Belt","Incapacitating"
258706,"Lap and Shoulder Belt","No Injury"
894022,"No Restraint","Fatal"
332947,"No Restraint","Non-incapacitating"
889257,"Lap and Shoulder Belt","Possible Injury"
284333,"Car Seat","Non-incapacitating"
254824,"Car Seat","Non-incapacitating"
124549,"Lap and Shoulder Belt","No Injury"
223733,"Lap and Shoulder Belt","Non-incapacitating"
898681,"No Restraint","Fatal"
670633,"Car Seat","Possible Injury"
589329,"Lap and Shoulder Belt","Non-incapacitating"
739968,"Lap and Shoulder Belt","Incapacitating"
462214,"Lap-Only Belt","No Injury"
309627,"No Restraint","No Injury"
118810,"Car Seat","Incapacitating"
644937,"Car Seat","Possible Injury"
746195,"No Restraint","Non-incapacitating"
894584,"Car Seat","Fatal"
866856,"No Restraint","Incapacitating"
129582,"No Restraint","No Injury"
467326,"No Restraint","Fatal"
315321,"Car Seat","Fatal"
614597,"No Restraint","Fatal"
426017,"Lap-Only Belt","Non-incapacitating"
448928,"Car Seat","Possible Injury"
378265,"Lap-Only Belt","Incapacitating"
665166,"Car Seat","Fatal"
134708,"No Restraint","Incapacitating"
591666,"Car Seat","Non-incapacitating"
608373,"No Restraint","Incapacitating"
926527,"Lap and Shoulder Belt","Fatal"
939736,"Car Seat","Fatal"
163556,"Lap and Shoulder Belt","Incapacitating"
651509,"Lap-Only Belt","Non-incapacitating"
304809,"No Restraint","Incapacitating"
585491,"No Restraint","Incapacitating"
970975,"Car Seat","Fatal"
507339,"Car Seat","No Injury"
574951,"No Restraint","Incapacitating"
943093,"Lap-Only Belt","Non-incapacitating"
797101,"Lap and Shoulder Belt","Possible Injury"
657780,"No Restraint","Incapacitating"
132045,"No Restraint","No Injury"
646589,"Lap and Shoulder Belt","Possible Injury"
304497,"Car Seat","No Injury"
804421,"No Restraint","Incapacitating"
631830,"Car Seat","Possible Injury"
180350,"No Restraint","Non-incapacitating"
263528,"Lap-Only Belt","Non-incapacitating"
897494,"Lap-Only Belt","Incapacitating"
798806,"Lap and Shoulder Belt","Fatal"
788241,"No Restraint","Fatal"
529536,"Car Seat","Fatal"
773029,"No Restraint","Fatal"
721884,"Lap-Only Belt","Non-incapacitating"
814649,"No Restraint","Incapacitating"
250612,"No Restraint","Incapacitating"
646700,"Lap and Shoulder Belt","Fatal"
731588,"No Restraint","Incapacitating"
615047,"No Restraint","No Injury"
675887,"No Restraint","Fatal"
878594,"Lap-Only Belt","Non-incapacitating"
166632,"Car Seat","No Injury"
894343,"No Restraint","Incapacitating"
238048,"No Restraint","Incapacitating"
531364,"No Restraint","Fatal"
570783,"No Restraint","Fatal"
336136,"No Restraint","Fatal"
321315,"No Restraint","Fatal"
875481,"Car Seat","No Injury"
126265,"Car Seat","Possible Injury"
595192,"No Restraint","No Injury"
762475,"No Restraint","Incapacitating"
285240,"No Restraint","Incapacitating"
993537,"No Restraint","Fatal"
727178,"No Restraint","Fatal"
124850,"Lap and Shoulder Belt","Non-incapacitating"
518062,"Lap and Shoulder Belt","Possible Injury"
147398,"Lap-Only Belt","Non-incapacitating"
878043,"No Restraint","Fatal"
560745,"No Restraint","Possible Injury"
707116,"Car Seat","Incapacitating"
938113,"Car Seat","Incapacitating"
475446,"Lap and Shoulder Belt","Non-incapacitating"
617633,"Car Seat","No Injury"
998025,"No Restraint","Incapacitating"
548357,"Lap-Only Belt","Possible Injury"
880106,"No Restraint","Possible Injury"
133441,"Car Seat","Non-incapacitating"
201345,"Lap and Shoulder Belt","Incapacitating"
143954,"Car Seat","Incapacitating"
489241,"No Restraint","Incapacitating"
836006,"No Restraint","Incapacitating"
391175,"No Restraint","No Injury"
859849,"No Restraint","No Injury"
394722,"No Restraint","Incapacitating"
881100,"No Restraint","No Injury"
262516,"Car Seat","Possible Injury"
857503,"No Restraint","Fatal"
513263,"No Restraint","Incapacitating"
663128,"Car Seat","No Injury"
965546,"No Restraint","Incapacitating"
924004,"No Restraint","No Injury"
669597,"No Restraint","Incapacitating"
521746,"No Restraint","Fatal"
372907,"Car Seat","Fatal"
919024,"Car Seat","Fatal"
386193,"No Restraint","Fatal"
979186,"No Restraint","Incapacitating"
374918,"Lap-Only Belt","Incapacitating"
680174,"No Restraint","Fatal"
135576,"No Restraint","Fatal"
814882,"Car Seat","Non-incapacitating"
739320,"Lap and Shoulder Belt","Non-incapacitating"
823743,"Car Seat","No Injury"
520247,"No Restraint","No Injury"
321617,"No Restraint","Fatal"
938862,"Car Seat","Possible Injury"
616940,"No Restraint","Incapacitating"
181414,"No Restraint","Fatal"
402467,"Lap-Only Belt","Non-incapacitating"
128231,"Lap-Only Belt","Fatal"
317179,"No Restraint","Fatal"
532431,"Car Seat","No Injury"
620343,"No Restraint","Incapacitating"
377228,"Car Seat","Possible Injury"
377451,"Lap and Shoulder Belt","Fatal"
226134,"Lap-Only Belt","Incapacitating"
366925,"No Restraint","Incapacitating"
187976,"No Restraint","Incapacitating"
916099,"Lap and Shoulder Belt","No Injury"
976512,"Car Seat","Incapacitating"
296647,"Car Seat","Possible Injury"
963856,"Lap-Only Belt","Incapacitating"
411140,"Car Seat","Non-incapacitating"
904297,"Car Seat","No Injury"
379027,"Car Seat","Fatal"
557093,"No Restraint","Incapacitating"
125106,"Lap and Shoulder Belt","Incapacitating"
583565,"No Restraint","Incapacitating"
125044,"No Restraint","Incapacitating"
325885,"Car Seat","Incapacitating"
373906,"Lap-Only Belt","Fatal"
484288,"No Restraint","Non-incapacitating"
187331,"No Restraint","Incapacitating"
878038,"Lap and Shoulder Belt","Non-incapacitating"
560906,"Lap and Shoulder Belt","Incapacitating"
462941,"Lap-Only Belt","Incapacitating"
992969,"Car Seat","Fatal"
216911,"Car Seat","Non-incapacitating"
910375,"Car Seat","No Injury"
834550,"Lap-Only Belt","Non-incapacitating"
316861,"Car Seat","Non-incapacitating"
130489,"No Restraint","Fatal"
513235,"No Restraint","Incapacitating"
424663,"No Restraint","No Injury"
249903,"No Restraint","Fatal"
992098,"Lap-Only Belt","Possible Injury"
869082,"No Restraint","Incapacitating"
930492,"Lap and Shoulder Belt","No Injury"
441258,"Lap-Only Belt","Non-incapacitating"
220187,"No Restraint","Incapacitating"
728469,"No Restraint","Incapacitating"
183035,"No Restraint","Incapacitating"
968689,"Lap and Shoulder Belt","Fatal"
192413,"No Restraint","Fatal"
556774,"No Restraint","Incapacitating"
454797,"No Restraint","Possible Injury"
322597,"No Restraint","No Injury"
561859,"No Restraint","Incapacitating"
306144,"Car Seat","No Injury"
421636,"No Restraint","Fatal"
584408,"Lap and Shoulder Belt","Fatal"
100311,"No Restraint","Incapacitating"
616260,"Car Seat","Possible Injury"
140882,"No Restraint","Possible Injury"
547031,"No Restraint","No Injury"
968528,"Lap and Shoulder Belt","No Injury"
645625,"No Restraint","Incapacitating"
516365,"No Restraint","Fatal"
719730,"No Restraint","Incapacitating"
352571,"No Restraint","Fatal"
187807,"Lap and Shoulder Belt","Non-incapacitating"
835703,"No Restraint","Fatal"
609920,"Car Seat","Non-incapacitating"
548333,"No Restraint","Incapacitating"
695324,"No Restraint","No Injury"
470185,"Lap and Shoulder Belt","Incapacitating"
139861,"No Restraint","Incapacitating"
321687,"No Restraint","Incapacitating"
539841,"No Restraint","Incapacitating"
266505,"No Restraint","Fatal"
325838,"No Restraint","Incapacitating"
950776,"No Restraint","Incapacitating"
190285,"No Restraint","Fatal"
469314,"Lap and Shoulder Belt","Fatal"
965171,"Lap and Shoulder Belt","Incapacitating"
847295,"Car Seat","Fatal"
314361,"No Restraint","No Injury"
934812,"Car Seat","Non-incapacitating"
636332,"No Restraint","Incapacitating"
641443,"Lap-Only Belt","Non-incapacitating"
976819,"Lap and Shoulder Belt","Possible Injury"
103500,"Car Seat","No Injury"
644614,"Car Seat","Non-incapacitating"
811830,"No Restraint","Incapacitating"
420534,"Lap and Shoulder Belt","Incapacitating"
358207,"Lap-Only Belt","Non-incapacitating"
626991,"No Restraint","Incapacitating"
143346,"No Restraint","Fatal"
325516,"Lap and Shoulder Belt","No Injury"
674140,"Lap and Shoulder Belt","Incapacitating"
553463,"Lap-Only Belt","Fatal"
621126,"No Restraint","Possible Injury"
299881,"Lap and Shoulder Belt","No Injury"
445742,"Lap-Only Belt","Non-incapacitating"
669573,"No Restraint","Possible Injury"
510186,"No Restraint","Incapacitating"
515881,"No Restraint","Incapacitating"
953999,"No Restraint","Fatal"
751518,"Lap and Shoulder Belt","Non-incapacitating"
230095,"Lap-Only Belt","Fatal"
505328,"Lap-Only Belt","Possible Injury"
978613,"Lap and Shoulder Belt","No Injury"
812169,"Lap and Shoulder Belt","Incapacitating"
911161,"No Restraint","Incapacitating"
540222,"No Restraint","Possible Injury"
183411,"No Restraint","Incapacitating"
899385,"No Restraint","Possible Injury"
766048,"Lap and Shoulder Belt","Non-incapacitating"
172031,"No Restraint","Fatal"
188195,"Lap-Only Belt","Incapacitating"
572674,"Lap-Only Belt","Incapacitating"
543369,"Lap and Shoulder Belt","No Injury"
769534,"No Restraint","Incapacitating"
975500,"No Restraint","Fatal"
448474,"Lap-Only Belt","Incapacitating"
613397,"Car Seat","No Injury"
584708,"No Restraint","Possible Injury"
573966,"No Restraint","Fatal"
179430,"Car Seat","Possible Injury"
261355,"Lap-Only Belt","Incapacitating"
118164,"No Restraint","Incapacitating"
488252,"No Restraint","No Injury"
772059,"Car Seat","Incapacitating"
452294,"No Restraint","No Injury"
462856,"No Restraint","Incapacitating"
224500,"Car Seat","Incapacitating"
898358,"No Restraint","Incapacitating"
723148,"No Restraint","Non-incapacitating"
538087,"Lap and Shoulder Belt","Fatal"
106541,"No Restraint","Incapacitating"
284976,"Car Seat","Fatal"
567569,"No Restraint","Fatal"
871544,"No Restraint","Fatal"
217154,"No Restraint","Incapacitating"
480314,"Car Seat","Non-incapacitating"
965625,"No Restraint","Fatal"
288395,"No Restraint","Fatal"
158873,"Lap and Shoulder Belt","Non-incapacitating"
641750,"No Restraint","Incapacitating"
595451,"No Restraint","Incapacitating"
437475,"No Restraint","Incapacitating"
429219,"Lap-Only Belt","Fatal"
681344,"No Restraint","Fatal"
365807,"No Restraint","Incapacitating"
142740,"Car Seat","Fatal"
417918,"No Restraint","Incapacitating"
125753,"No Restraint","No Injury"
655437,"No Restraint","Fatal"
227079,"Car Seat","No Injury"
857012,"Car Seat","Fatal"
660191,"Car Seat","No Injury"
896706,"Lap-Only Belt","Incapacitating"
671426,"No Restraint","Incapacitating"
107003,"No Restraint","No Injury"
808246,"No Restraint","No Injury"
879844,"No Restraint","Fatal"
384302,"Car Seat","Non-incapacitating"
107581,"Lap-Only Belt","Non-incapacitating"
642388,"Car Seat","No Injury"
481546,"Lap and Shoulder Belt","Possible Injury"
152811,"Lap and Shoulder Belt","Non-incapacitating"
384462,"No Restraint","No Injury"
402814,"Lap and Shoulder Belt","Fatal"
175503,"No Restraint","Fatal"
764802,"No Restraint","Possible Injury"
520343,"Lap-Only Belt","Possible Injury"
667957,"No Restraint","Incapacitating"
697603,"Car Seat","Possible Injury"
865426,"Car Seat","Incapacitating"
815855,"Lap and Shoulder Belt","Fatal"
931339,"Lap-Only Belt","No Injury"
189171,"No Restraint","Incapacitating"
397915,"No Restraint","Fatal"
470301,"No Restraint","Possible Injury"
155705,"No Restraint","Fatal"
675036,"Car Seat","Possible Injury"
888368,"Car Seat","Non-incapacitating"
314593,"No Restraint","Incapacitating"
863771,"Car Seat","Fatal"
994277,"Car Seat","Non-incapacitating"
117975,"No Restraint","Possible Injury"
621044,"No Restraint","Incapacitating"
107638,"No Restraint","Incapacitating"
434048,"No Restraint","Possible Injury"
324185,"Car Seat","Fatal"
909941,"No Restraint","No Injury"
209740,"Car Seat","Incapacitating"
980740,"Lap and Shoulder Belt","Possible Injury"
869540,"No Restraint","Fatal"
349268,"Lap-Only Belt","Fatal"
934947,"Lap-Only Belt","Possible Injury"
658763,"No Restraint","Possible Injury"
574050,"Lap-Only Belt","Non-incapacitating"
527426,"Lap and Shoulder Belt","Fatal"
797332,"Lap and Shoulder Belt","No Injury"
100346,"Car Seat","Non-incapacitating"
918995,"No Restraint","Possible Injury"
358108,"Lap and Shoulder Belt","Possible Injury"
395498,"No Restraint","Fatal"
858747,"Lap-Only Belt","Fatal"
822838,"No Restraint","Incapacitating"
288203,"Lap-Only Belt","Incapacitating"
679681,"No Restraint","Possible Injury"
706057,"Lap and Shoulder Belt","Fatal"
264387,"No Restraint","Fatal"
611168,"No Restraint","Non-incapacitating"
399666,"Lap and Shoulder Belt","No Injury"
322804,"Lap and Shoulder Belt","Non-incapacitating"
723901,"No Restraint","Fatal"
312361,"Lap-Only Belt","Non-incapacitating"
435339,"Car Seat","Non-incapacitating"
969413,"Lap and Shoulder Belt","Incapacitating"
221711,"No Restraint","Fatal"
960696,"No Restraint","Fatal"
839016,"Lap-Only Belt","Possible Injury"
816679,"Lap-Only Belt","Incapacitating"
228723,"No Restraint","Incapacitating"
507219,"No Restraint","Fatal"
225292,"No Restraint","Possible Injury"
553377,"No Restraint","Incapacitating"
106485,"Car Seat","Non-incapacitating"
239307,"No Restraint","Fatal"
300978,"No Restraint","Incapacitating"
181310,"Lap-Only Belt","Possible Injury"
602489,"Car Seat","Non-incapacitating"
114024,"No Restraint","Fatal"
825261,"No Restraint","Incapacitating"
971889,"Car Seat","Non-incapacitating"
214253,"No Restraint","Incapacitating"
326190,"No Restraint","No Injury"
140747,"Lap-Only Belt","Fatal"
639989,"No Restraint","Incapacitating"
947549,"No Restraint","Possible Injury"
275835,"No Restraint","Fatal"
146354,"No Restraint","No Injury"
603677,"No Restraint","Possible Injury"
110205,"Car Seat","Fatal"
991074,"Car Seat","Possible Injury"
462404,"Car Seat","No Injury"
546270,"Lap-Only Belt","Incapacitating"
279668,"Car Seat","Incapacitating"
281806,"Lap and Shoulder Belt","Possible Injury"
800780,"Car Seat","Incapacitating"
315042,"Lap-Only Belt","Incapacitating"
563929,"Car Seat","Non-incapacitating"
332899,"No Restraint","Incapacitating"
789979,"Car Seat","Possible Injury"
543979,"Lap-Only Belt","No Injury"
481536,"Lap and Shoulder Belt","Incapacitating"
146933,"No Restraint","Incapacitating"
863297,"No Restraint","Incapacitating"
416007,"No Restraint","Fatal"
749590,"No Restraint","No Injury"
574136,"Car Seat","Non-incapacitating"
734974,"Car Seat","Non-incapacitating"
419338,"No Restraint","Incapacitating"
493327,"No Restraint","No Injury"
957119,"No Restraint","No Injury"
417412,"No Restraint","Fatal"
330628,"No Restraint","No Injury"
726323,"No Restraint","Non-incapacitating"
169608,"Car Seat","Non-incapacitating"
206001,"Car Seat","Incapacitating"
972507,"No Restraint","Fatal"
272348,"Car Seat","Non-incapacitating"
782427,"Lap-Only Belt","Possible Injury"
470839,"No Restraint","Fatal"
793235,"Lap and Shoulder Belt","Possible Injury"
863215,"Lap and Shoulder Belt","Possible Injury"
313383,"Lap-Only Belt","Possible Injury"
265805,"No Restraint","Fatal"
687600,"No Restraint","Possible Injury"
339681,"No Restraint","Fatal"
230731,"No Restraint","Incapacitating"
983462,"No Restraint","Fatal"
131392,"Lap and Shoulder Belt","Fatal"
600207,"No Restraint","Fatal"
621720,"Car Seat","Incapacitating"
347041,"No Restraint","Possible Injury"
408446,"Car Seat","Non-incapacitating"
448963,"No Restraint","Fatal"
272533,"Car Seat","Non-incapacitating"
174267,"No Restraint","Incapacitating"
777387,"No Restraint","Possible Injury"
950235,"No Restraint","Possible Injury"
865050,"Car Seat","No Injury"
562140,"Lap and Shoulder Belt","Incapacitating"
135585,"Lap and Shoulder Belt","Possible Injury"
597815,"Car Seat","Non-incapacitating"
830823,"No Restraint","Fatal"
173752,"Car Seat","Non-incapacitating"
827429,"No Restraint","Possible Injury"
292291,"Car Seat","Incapacitating"
278417,"Lap-Only Belt","No Injury"
865203,"Car Seat","Non-incapacitating"
670781,"Lap and Shoulder Belt","No Injury"
917300,"Lap-Only Belt","Non-incapacitating"
497896,"Car Seat","Non-incapacitating"
859574,"Car Seat","Possible Injury"
455035,"Lap and Shoulder Belt","No Injury"
266140,"No Restraint","Incapacitating"
817211,"Car Seat","Fatal"
654504,"Lap-Only Belt","Incapacitating"
329922,"Lap-Only Belt","Non-incapacitating"
354292,"No Restraint","Fatal"
213311,"No Restraint","Incapacitating"
462917,"Car Seat","Possible Injury"
238136,"Lap and Shoulder Belt","Possible Injury"
927344,"Lap and Shoulder Belt","Non-incapacitating"
573753,"No Restraint","Incapacitating"
669899,"Lap-Only Belt","Incapacitating"
974472,"No Restraint","Possible Injury"
210182,"No Restraint","Incapacitating"
847565,"No Restraint","Incapacitating"
480743,"No Restraint","Possible Injury"
310143,"Lap and Shoulder Belt","Possible Injury"
743118,"No Restraint","Incapacitating"
402867,"Lap and Shoulder Belt","Non-incapacitating"
338852,"Car Seat","Incapacitating"
739674,"Lap-Only Belt","Non-incapacitating"
682990,"Lap and Shoulder Belt","Incapacitating"
515719,"No Restraint","Fatal"
955959,"Lap-Only Belt","Fatal"
967895,"No Restraint","Fatal"
404983,"No Restraint","Non-incapacitating"
213662,"Lap-Only Belt","Incapacitating"
926492,"Car Seat","Possible Injury"
266158,"No Restraint","Possible Injury"
859595,"Lap and Shoulder Belt","No Injury"
714364,"Lap-Only Belt","No Injury"
741336,"Lap and Shoulder Belt","Possible Injury"
835677,"No Restraint","Possible Injury"
122599,"No Restraint","Fatal"
462579,"No Restraint","Incapacitating"
911634,"Lap-Only Belt","No Injury"
584061,"No Restraint","Incapacitating"
608235,"Lap and Shoulder Belt","Possible Injury"
812626,"No Restraint","Incapacitating"
303082,"Car Seat","Fatal"
360130,"Lap-Only Belt","Incapacitating"
594644,"Lap-Only Belt","Possible Injury"
704569,"No Restraint","Incapacitating"
870139,"No Restraint","Incapacitating"
173978,"Car Seat","Possible Injury"
384960,"No Restraint","Fatal"
789612,"Lap and Shoulder Belt","Non-incapacitating"
315662,"No Restraint","Incapacitating"
377246,"No Restraint","Fatal"
388548,"Car Seat","Incapacitating"
589967,"No Restraint","Fatal"
409544,"Car Seat","Fatal"
558586,"No Restraint","Fatal"
776928,"No Restraint","Fatal"
507709,"Lap-Only Belt","Possible Injury"
155636,"Car Seat","Incapacitating"
212449,"Lap and Shoulder Belt","Fatal"
734485,"Car Seat","Fatal"
507599,"No Restraint","Fatal"
770689,"No Restraint","Incapacitating"
627462,"No Restraint","Fatal"
959323,"No Restraint","No Injury"
226084,"Car Seat","No Injury"
187130,"Lap-Only Belt","Possible Injury"
561486,"No Restraint","Fatal"
398362,"Car Seat","Non-incapacitating"
957373,"Lap and Shoulder Belt","Possible Injury"
500153,"No Restraint","Possible Injury"
956183,"Car Seat","No Injury"
579468,"Car Seat","Incapacitating"
320080,"No Restraint","Fatal"
539443,"No Restraint","Fatal"
400517,"No Restraint","Incapacitating"
873532,"No Restraint","Fatal"
530216,"Lap and Shoulder Belt","Non-incapacitating"
241633,"Lap and Shoulder Belt","Non-incapacitating"
976052,"Car Seat","Possible Injury"
803638,"Lap-Only Belt","Fatal"
536688,"No Restraint","Incapacitating"
706829,"No Restraint","Fatal"
602854,"Lap and Shoulder Belt","Fatal"
134553,"No Restraint","No Injury"
759305,"No Restraint","Incapacitating"
684734,"No Restraint","Fatal"
637598,"Lap-Only Belt","Incapacitating"
806597,"No Restraint","Incapacitating"
789442,"No Restraint","Fatal"
131768,"Lap and Shoulder Belt","Non-incapacitating"
117688,"No Restraint","Possible Injury"
185880,"No Restraint","No Injury"
189114,"No Restraint","Fatal"
576803,"Lap and Shoulder Belt","Incapacitating"
910488,"Lap and Shoulder Belt","Non-incapacitating"
604033,"Lap-Only Belt","Incapacitating"
913001,"No Restraint","Incapacitating"
689056,"Car Seat","No Injury"
416553,"Car Seat","Fatal"
872183,"Lap-Only Belt","Incapacitating"
276521,"No Restraint","Incapacitating"
845294,"No Restraint","Incapacitating"
386469,"Lap-Only Belt","Non-incapacitating"
7e+05,"Lap and Shoulder Belt","Fatal"
857444,"Lap-Only Belt","Non-incapacitating"
786213,"No Restraint","Incapacitating"
471425,"Car Seat","Fatal"
743654,"Lap and Shoulder Belt","Fatal"
783663,"Lap-Only Belt","Non-incapacitating"
386745,"Lap and Shoulder Belt","Non-incapacitating"
720761,"No Restraint","Incapacitating"
515957,"Car Seat","Possible Injury"
784508,"No Restraint","Fatal"
846113,"No Restraint","Fatal"
960173,"No Restraint","Incapacitating"
514768,"No Restraint","Incapacitating"
354907,"No Restraint","Possible Injury"
503086,"No Restraint","Incapacitating"
817996,"No Restraint","Incapacitating"
633478,"Lap and Shoulder Belt","Incapacitating"
729176,"No Restraint","Incapacitating"
188762,"No Restraint","Possible Injury"
494165,"No Restraint","Fatal"
764696,"No Restraint","Incapacitating"
264852,"No Restraint","Possible Injury"
164329,"Car Seat","Fatal"
734224,"Lap-Only Belt","Non-incapacitating"
918179,"Lap-Only Belt","Non-incapacitating"
751932,"No Restraint","Incapacitating"
555331,"Car Seat","Fatal"
350349,"No Restraint","Fatal"
345196,"No Restraint","Fatal"
577377,"Lap and Shoulder Belt","Incapacitating"
436366,"No Restraint","Fatal"
312619,"No Restraint","No Injury"
746943,"No Restraint","Fatal"
743445,"Car Seat","No Injury"
837834,"No Restraint","No Injury"
313743,"No Restraint","Fatal"
920024,"No Restraint","Incapacitating"
381134,"No Restraint","No Injury"
828676,"No Restraint","No Injury"
737017,"No Restraint","Fatal"
333631,"No Restraint","Fatal"
585792,"Lap-Only Belt","Possible Injury"
749339,"Lap and Shoulder Belt","Non-incapacitating"
661261,"Car Seat","No Injury"
462551,"Car Seat","No Injury"
331570,"No Restraint","Fatal"
468032,"No Restraint","Fatal"
344656,"No Restraint","Incapacitating"
752831,"No Restraint","Fatal"
185958,"Lap-Only Belt","Non-incapacitating"
757080,"No Restraint","Possible Injury"
378618,"Lap-Only Belt","Fatal"
619749,"Lap-Only Belt","Possible Injury"
370861,"Lap and Shoulder Belt","Non-incapacitating"
750504,"Lap-Only Belt","Fatal"
942196,"Lap-Only Belt","Non-incapacitating"
285790,"Car Seat","Non-incapacitating"
796008,"No Restraint","Incapacitating"
864903,"No Restraint","Possible Injury"
498492,"Car Seat","No Injury"
646300,"Lap-Only Belt","Fatal"
168011,"No Restraint","Incapacitating"
709378,"No Restraint","Incapacitating"
519845,"Lap-Only Belt","Fatal"
396318,"No Restraint","Fatal"
797530,"Lap-Only Belt","Fatal"
343929,"Lap-Only Belt","Possible Injury"
779152,"No Restraint","Possible Injury"
456485,"Car Seat","No Injury"
428547,"Car Seat","Incapacitating"
146722,"Lap and Shoulder Belt","Fatal"
461015,"No Restraint","Possible Injury"
920704,"Lap and Shoulder Belt","Non-incapacitating"
266090,"No Restraint","Incapacitating"
756890,"No Restraint","Non-incapacitating"
125146,"Car Seat","Non-incapacitating"
207219,"No Restraint","Fatal"
309280,"No Restraint","No Injury"
266157,"Car Seat","Possible Injury"
641208,"No Restraint","No Injury"
915406,"No Restraint","Fatal"
410397,"Lap-Only Belt","Possible Injury"
312992,"No Restraint","Incapacitating"
153045,"No Restraint","Incapacitating"
